artist,song,song_name_len,duration_ms,explicit,year,popularity,hot,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,pop,rock,hiphop,dance,folk,rnb,latin
Gorillaz,Clint Eastwood,14,340920,TRUE,2001,74,0,0.663,0.694,10,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,hip hop,0,0,1,0,0,0,0
2Pac,Until The End Of Time,21,266506,TRUE,2001,57,0,0.757,0.706,8,-6.665,1,0.203,0.0267,0,0.197,0.375,96.976,hip hop,0,0,1,0,0,0,0
Tamia,Stranger in My House,20,285386,FALSE,2000,48,0,0.676,0.601,0,-4.905,1,0.0297,0.103,0,0.147,0.206,119.94,"pop, R&B",1,0,0,0,0,1,0
Mary J. Blige,No More Drama,13,326240,FALSE,2001,61,0,0.653,0.837,6,-6.818,0,0.124,0.534,7.12E-05,0.0784,0.64,97.914,"pop, R&B",1,0,0,0,0,1,0
Jennifer Lopez,Love Don't Cost a Thing,23,221226,FALSE,2001,67,0,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54E-06,0.473,0.685,97.577,"hip hop, pop, R&B",1,0,1,0,0,1,0
Jamiroquai,Little L,8,295400,FALSE,2001,65,0,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,pop,1,0,0,0,0,0,0
Case,Missing You,11,284666,FALSE,2001,55,0,0.612,0.579,1,-6.417,0,0.0553,0.285,0,0.0556,0.716,86.31,"hip hop, pop, R&B",1,0,1,0,0,1,0
112,Peaches & Cream,15,193093,FALSE,2001,63,0,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.768,203.862,"hip hop, pop, R&B",1,0,1,0,0,1,0
Five,Let's Dance - Radio Edit,24,218626,FALSE,2001,47,0,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop,1,0,0,0,0,0,0
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],39,213133,FALSE,2001,54,0,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic,0,0,0,1,0,0,0
Alien Ant Farm,Smooth Criminal,15,209266,FALSE,2001,75,0,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,"rock, metal",0,1,0,0,0,0,0
Erick Sermon,Music (feat. Marvin Gaye),25,223133,TRUE,2001,57,0,0.897,0.466,10,-9.053,0,0.203,0.187,1.35E-06,0.0757,0.884,100.01,"hip hop, pop",1,0,1,0,0,0,0
D12,Purple Pills,12,304506,TRUE,2001,68,0,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98E-05,0.29,0.754,125.25,"hip hop, pop, rock",1,1,1,0,0,0,0
Usher,Pop Ya Collar - Radio Edit,26,210813,FALSE,2016,26,0,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12E-05,0.229,0.866,106.957,"hip hop, pop, R&B",1,0,1,0,0,1,0
Madonna,Don't Tell Me,13,280973,FALSE,2000,53,0,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,1,0,0,0,0,0,0
Blue,If You Come Back,16,207560,FALSE,2001,58,0,0.582,0.707,10,-4.487,1,0.0319,0.0822,0,0.0467,0.701,78.375,pop,1,0,0,0,0,0,0
Atomic Kitten,Eternal Flame - Single Version,30,195506,FALSE,2001,58,0,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop,1,0,0,0,0,0,0
Jagged Edge,Where the Party At (feat. Nelly),32,232573,FALSE,2001,67,0,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,"hip hop, pop, R&B",1,0,1,0,0,1,0
Afroman,Because I Got High,18,197760,TRUE,2001,68,0,0.802,0.341,7,-8.56,1,0.488,0.169,0,0.0783,0.849,166.01,hip hop,0,0,1,0,0,0,0
S Club 7,Don't Stop Movin',17,233626,FALSE,2001,63,0,0.822,0.672,7,-6.133,1,0.0329,0.0285,0,0.213,0.91,117.033,pop,1,0,0,0,0,0,0
Craig David,Fill Me In,10,257200,FALSE,2000,60,0,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,"hip hop, pop, R&B",1,0,1,0,0,1,0
Nelly Furtado,Turn Off The Light,18,276106,FALSE,2000,1,0,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,"hip hop, pop, latin",1,0,1,0,0,0,1
The Supermen Lovers,Starlight - Radio Edit,22,234400,FALSE,2001,61,0,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic,0,0,0,1,0,0,0
Mis-Teeq,All I Want - Sunship Radio Edit,31,207400,FALSE,2004,46,0,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,"pop, Dance/Electronic",1,0,0,1,0,0,0
Jagged Edge,Promise,7,246720,FALSE,2000,56,0,0.751,0.568,5,-5.431,0,0.0872,0.136,0,0.0288,0.646,128.002,"hip hop, pop, R&B",1,0,1,0,0,1,0
S Club 7,Have You Ever,13,201533,FALSE,2001,60,0,0.585,0.702,0,-5.734,1,0.0325,0.538,0,0.216,0.51,139.909,pop,1,0,0,0,0,0,0
Enya,Only Time,9,218546,FALSE,2000,69,0,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,"World/Traditional, Folk/Acoustic",0,0,0,0,1,0,0
Faith Hill,There You'll Be,15,222120,FALSE,2001,60,0,0.321,0.511,8,-7.77,1,0.0306,0.513,0,0.127,0.17,128.98,"pop, country",1,0,0,0,0,0,0
Ronan Keating,Lovin' Each Day,15,212973,FALSE,2000,58,0,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95E-06,0.286,0.829,106.676,"pop, rock",1,1,0,0,0,0,0
Destiny's Child,Bootylicious,12,207906,FALSE,2001,64,0,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11E-06,0.152,0.637,103.376,"pop, R&B",1,0,0,0,0,1,0
Steps,It's the Way You Make Me Feel,29,197360,FALSE,2000,53,0,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09E-06,0.095,0.347,105.006,"pop, Dance/Electronic",1,0,0,1,0,0,0
Sunshine Anderson,Heard It All Before,19,295826,FALSE,2001,56,0,0.697,0.925,3,-4.209,0,0.216,0.0614,0,0.095,0.678,96.951,"pop, R&B",1,0,0,0,0,1,0
Lenny Kravitz,Again,5,231666,FALSE,2000,68,0,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33E-05,0.105,0.789,79.166,"rock, pop",1,1,0,0,0,0,0
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,38,162333,FALSE,2002,46,0,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48E-05,0.102,0.941,133.592,pop,1,0,0,0,0,0,0
DB Boulevard,Point Of View - Radio Edit,26,231166,FALSE,2018,0,0,0.676,0.715,6,-6.854,1,0.0287,0.00284,0.0746,0.0685,0.275,129.006,Dance/Electronic,0,0,0,1,0,0,0
Janet Jackson,All For You,11,329933,FALSE,2001,65,0,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,"pop, R&B",1,0,0,0,0,1,0
Atomic Kitten,Whole Again,11,185013,FALSE,2001,66,0,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,pop,1,0,0,0,0,0,0
Ja Rule,Livin' It Up,12,257066,FALSE,2001,64,0,0.874,0.768,6,-4.086,1,0.311,0.0554,0,0.041,0.636,106.095,"hip hop, pop, R&B",1,0,1,0,0,1,0
Destiny's Child,"Independent Women, Pt. 1",24,221133,FALSE,2001,65,0,0.73,0.602,6,-3.782,0,0.206,0.362,3.69E-06,0.169,0.927,97.954,"pop, R&B",1,0,0,0,0,1,0
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,35,217120,FALSE,2001,54,0,0.847,0.877,2,-5.424,1,0.0493,0.124,0,0.148,0.764,131.044,Dance/Electronic,0,0,0,1,0,0,0
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,39,262133,TRUE,2001,66,0,0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,"hip hop, pop, R&B",1,0,1,0,0,1,0
Musiq Soulchild,Love,4,304666,FALSE,2000,0,0,0.569,0.385,1,-9.919,0,0.0499,0.342,0,0.0876,0.339,99.738,"pop, R&B",1,0,0,0,0,1,0
So Solid Crew,21 Seconds,10,302826,TRUE,2001,51,0,0.607,0.637,1,-11.072,1,0.241,0.0191,0,0.124,0.818,137.03,Dance/Electronic,0,0,0,1,0,0,0
Robbie Williams,Eternity,8,302760,FALSE,2001,48,0,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04E-06,0.0919,0.199,77.967,"pop, rock",1,1,0,0,0,0,0
Basement Jaxx,Romeo,5,217493,FALSE,2001,0,0,0.713,0.829,2,-4.171,1,0.0491,0.00769,0.00203,0.139,0.844,126.853,"pop, Dance/Electronic",1,0,0,1,0,0,0
Ludacris,Southern Hospitality (Featuring Pharrell),41,300933,TRUE,2000,54,0,0.623,0.896,0,-4.719,1,0.247,0.035,0,0.0941,0.613,95.158,"hip hop, pop",1,0,1,0,0,0,0
Gabrielle,Rise,4,219093,FALSE,2001,60,0,0.558,0.481,8,-9.487,1,0.026,0.315,8.83E-06,0.09,0.631,144.673,"pop, R&B",1,0,0,0,0,1,0
Nelly,Ride Wit Me,11,291781,TRUE,2000,75,0,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,"hip hop, pop, R&B",1,0,1,0,0,1,0
Trick Daddy,I'm a Thug,10,254400,TRUE,2001,59,0,0.933,0.561,11,-5.961,1,0.122,0.0275,0,0.102,0.586,139.976,"hip hop, pop",1,0,1,0,0,0,0
Travis,Sing,4,228800,FALSE,2001,68,0,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14E-06,0.0712,0.259,163.142,"rock, pop",1,1,0,0,0,0,0
JAY-Z,Izzo (H.O.V.A.),15,240626,TRUE,2001,63,0,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop,0,0,1,0,0,0,0
Gabrielle,Out Of Reach,12,196986,FALSE,2001,69,0,0.51,0.48,11,-6.567,1,0.0452,0.503,0,0.106,0.496,182.862,"pop, R&B",1,0,0,0,0,1,0
OPM,Heaven Is a Halfpipe (If I Die),31,257426,TRUE,2000,56,0,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock,0,1,0,0,0,0,0
K-Ci & JoJo,Crazy,5,262773,FALSE,2019,30,0,0.68,0.644,0,-4.507,1,0.0258,0.084,0,0.549,0.484,116.097,"pop, R&B",1,0,0,0,0,1,0
Staind,It's Been Awhile,16,264706,TRUE,2001,64,0,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,"rock, metal",0,1,0,0,0,0,0
3LW,No More (Baby I'ma Do Right),28,263440,FALSE,2000,56,0,0.721,0.723,2,-7.08,0,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,"pop, R&B",1,0,0,0,0,1,0
Ginuwine,Differences,11,265533,FALSE,2001,65,0,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,"hip hop, pop, R&B",1,0,1,0,0,1,0
*NSYNC,Gone,4,292000,FALSE,2001,45,0,0.699,0.403,11,-8.564,0,0.0614,0.421,0,0.126,0.5,113.922,pop,1,0,0,0,0,0,0
Lifehouse,Hanging By A Moment,19,216360,FALSE,2000,61,0,0.537,0.858,1,-4.903,1,0.0349,0.000966,0,0.0812,0.502,124.599,"pop, rock, metal",1,1,0,0,0,0,0
Nelly,Dilemma,7,289160,TRUE,2002,77,1,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,"hip hop, pop, R&B",1,0,1,0,0,1,0
Eminem,Without Me,10,290320,TRUE,2002,87,1,0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,hip hop,0,0,1,0,0,0,0
Avril Lavigne,Complicated,11,244506,FALSE,2002,78,1,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,pop,1,0,0,0,0,0,0
Vanessa Carlton,A Thousand Miles,16,237493,FALSE,2002,75,0,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,"Folk/Acoustic, pop",1,0,0,0,1,0,0
The Calling,Wherever You Will Go,20,208600,FALSE,2001,72,0,0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,pop,1,0,0,0,0,0,0
Shakira,Underneath Your Clothes,23,224066,FALSE,2001,64,0,0.616,0.597,8,-5.328,1,0.0415,0.691,0,0.104,0.362,165.508,"pop, latin",1,0,0,0,0,0,1
No Doubt,Underneath It All,17,302720,FALSE,2001,27,0,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57E-06,0.391,0.839,138.202,"rock, pop",1,1,0,0,0,0,0
Truth Hurts,Addictive,9,226440,TRUE,2002,58,0,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,"pop, R&B",1,0,0,0,0,1,0
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),43,324306,TRUE,2002,68,0,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,"hip hop, pop",1,0,1,0,0,0,0
Eminem,'Till I Collapse,16,297786,TRUE,2002,85,1,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,hip hop,0,0,1,0,0,0,0
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",59,285586,FALSE,2004,69,0,0.713,0.471,1,-7.392,0,0.483,0.421,0,0.0308,0.779,199.764,"hip hop, pop",1,0,1,0,0,0,0
Christina Milian,When You Look At Me - Radio Edit,32,222546,FALSE,2001,60,0,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955,"hip hop, pop, R&B",1,0,1,0,0,1,0
Madonna,Die Another Day,15,276360,FALSE,2003,53,0,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993,pop,1,0,0,0,0,0,0
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),32,172240,FALSE,2002,53,0,0.718,0.69,10,-4.382,0,0.265,0.106,0,0.271,0.774,93.401,"hip hop, pop, R&B",1,0,1,0,0,1,0
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),40,244466,FALSE,2019,40,0,0.583,0.643,9,-7.486,0,0.355,0.171,0,0.0395,0.7,195.685,pop,1,0,0,0,0,0,0
Linkin Park,In the End,10,216880,FALSE,2000,83,1,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,"rock, metal",0,1,0,0,0,0,0
Las Ketchup,The Ketchup Song (Aserej??) - Spanglish Version,47,213973,FALSE,2002,66,0,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.10E-06,0.0924,0.868,184.819,set(),0,0,0,0,0,0,0
Aaliyah,Rock The Boat,13,275026,FALSE,2019,0,0,0.641,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988,"hip hop, pop, R&B",1,0,1,0,0,1,0
Holly Valance,Kiss Kiss,9,204400,FALSE,2002,54,0,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,"pop, Dance/Electronic",1,0,0,1,0,0,0
Sugababes,Round Round,11,236426,FALSE,2002,59,0,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23E-06,0.115,0.749,126.607,"pop, R&B",1,0,0,0,0,1,0
Marilyn Manson,Tainted Love,12,200426,FALSE,2003,60,0,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83E-06,0.292,0.537,142.017,"rock, metal",0,1,0,0,0,0,0
Brandy,What About Us?,14,253200,FALSE,2002,43,0,0.686,0.698,5,-2.942,0,0.223,0.263,0,0.39,0.748,93.118,"hip hop, pop, R&B",1,0,1,0,0,1,0
Chad Kroeger,Hero (feat. Josey Scott),24,200480,FALSE,2003,66,0,0.427,0.843,4,-4.54,1,0.0364,0.00216,0,0.179,0.304,147.387,metal,0,0,0,0,0,0,0
Britney Spears,Overprotected - Radio Edit,26,198600,FALSE,2001,61,0,0.682,0.894,0,-1.73,0,0.0727,0.0381,0,0.416,0.845,95.992,pop,1,0,0,0,0,0,0
Scooter,The Logical Song,16,234116,FALSE,2013,46,0,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043,"pop, Dance/Electronic",1,0,0,1,0,0,0
Missy Elliott,4 My People (feat. Eve),23,289373,TRUE,2001,49,0,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392,"hip hop, pop, R&B",1,0,1,0,0,1,0
Aaliyah,More Than A Woman,17,230346,FALSE,2002,42,0,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994,"hip hop, pop, R&B",1,0,1,0,0,1,0
Brandy,Full Moon,9,248933,FALSE,2002,52,0,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922,"hip hop, pop, R&B",1,0,1,0,0,1,0
Blue,One Love,8,207186,FALSE,2002,60,0,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.20E-05,0.35,0.854,95.012,pop,1,0,0,0,0,0,0
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,64,238600,TRUE,2001,55,0,0.697,0.793,6,-4.699,0,0.323,0.0844,0,0.0619,0.56,89.767,"hip hop, pop",1,0,1,0,0,0,0
C??line Dion,A New Day Has Come - Radio Remix,32,259773,FALSE,2001,59,0,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65E-05,0.149,0.195,91.969,pop,1,0,0,0,0,0,0
Scooter,Nessaja,7,208449,FALSE,2013,47,0,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,"pop, Dance/Electronic",1,0,0,1,0,0,0
Eve,Gangsta Lovin',14,239266,TRUE,2002,58,0,0.723,0.84,1,-3.523,0,0.0608,0.0619,0,0.0945,0.827,94.332,"hip hop, pop, R&B",1,0,1,0,0,1,0
Disturbing Tha Peace,Move Bitch,10,272293,TRUE,2002,59,0,0.777,0.751,1,-5.692,1,0.133,0.245,0,0.1,0.191,177.894,"hip hop, pop",1,0,1,0,0,0,0
Khia,"My Neck, My Back (Lick It)",26,222560,TRUE,2015,59,0,0.859,0.625,9,-4.234,0,0.13,0.0296,0,0.0537,0.71,102.072,"pop, R&B",1,0,0,0,0,1,0
Tweet,Oops (Oh My) [feat. Missy Elliott],34,237800,TRUE,2002,64,0,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,"hip hop, pop, R&B",1,0,1,0,0,1,0
Kylie Minogue,Spinning Around,15,207866,FALSE,2000,55,0,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19E-05,0.0956,0.631,120.043,"pop, Dance/Electronic",1,0,0,1,0,0,0
Nelly,Hot In Herre,12,228240,TRUE,2002,75,0,0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,"hip hop, pop, R&B",1,0,1,0,0,1,0
Gareth Gates,Anyone of Us (Stupid Mistake),29,227866,FALSE,2003,53,0,0.7,0.72,1,-6.061,1,0.0261,0.285,0,0.0845,0.654,106.986,pop,1,0,0,0,0,0,0
Christina Aguilera,Dirrty (feat. Redman),21,298853,FALSE,2002,68,0,0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,pop,1,0,0,0,0,0,0
B2K,Uh Huh,6,223293,FALSE,2002,49,0,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.70E-06,0.0592,0.908,99.699,"hip hop, pop, R&B",1,0,1,0,0,1,0
Sugababes,Freak Like Me,13,195866,FALSE,2002,45,0,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81E-06,0.557,0.387,91.868,"pop, R&B",1,0,0,0,0,1,0
Dirty Vegas,Days Go By,10,432146,FALSE,2002,48,0,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,Dance/Electronic,0,0,0,1,0,0,0
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),37,267093,TRUE,2001,73,0,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19E-05,0.108,0.919,93.955,"hip hop, pop",1,0,1,0,0,0,0
Liberty X,Just A Little,13,237359,FALSE,2019,43,0,0.786,0.614,5,-6.554,0,0.0574,0.00616,0,0.049,0.742,103.887,pop,1,0,0,0,0,0,0
No Doubt,Hella Good,10,242586,FALSE,2001,26,0,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142,"rock, pop",1,1,0,0,0,0,0
LL Cool J,Luv U Better,12,287000,FALSE,2002,2,0,0.668,0.806,6,-3.9,1,0.239,0.232,0,0.18,0.721,95.022,"hip hop, pop, R&B",1,0,1,0,0,1,0
Red Hot Chili Peppers,Can't Stop,10,269000,FALSE,2002,80,1,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,rock,0,1,0,0,0,0,0
Musiq Soulchild,Halfcrazy,9,254493,FALSE,2002,58,0,0.412,0.77,11,-6.057,0,0.18,0.462,1.50E-06,0.0485,0.418,101.955,"pop, R&B",1,0,0,0,0,1,0
Sean Paul,Gimme the Light,15,228000,TRUE,2002,59,0,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61E-05,0.0441,0.923,107.288,"hip hop, pop",1,0,1,0,0,0,0
Faith Evans,I Love You,10,267160,FALSE,2001,53,0,0.489,0.757,11,-4.062,0,0.0926,0.00981,0,0.234,0.567,168.004,"hip hop, pop, R&B",1,0,1,0,0,1,0
Charli Baltimore,Down 4 U,8,318213,TRUE,2002,47,0,0.64,0.59,7,-7.442,1,0.32,0.252,0,0.665,0.519,83.133,pop,1,0,0,0,0,0,0
Kylie Minogue,Love at First Sight,19,238266,FALSE,2001,55,0,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,"pop, Dance/Electronic",1,0,0,1,0,0,0
N.O.R.E.,Nothin',7,264653,TRUE,2002,58,0,0.791,0.863,3,-6.118,0,0.151,0.317,1.13E-06,0.27,0.742,97.035,"hip hop, pop",1,0,1,0,0,0,0
Gareth Gates,Unchained Melody,16,233666,FALSE,2003,35,0,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39E-06,0.108,0.208,106.52,pop,1,0,0,0,0,0,0
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],42,268800,FALSE,2005,63,0,0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,89.279,"hip hop, pop",1,0,1,0,0,0,0
Big Brovaz,Nu Flow,7,201480,FALSE,2001,45,0,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53E-06,0.363,0.784,148.062,pop,1,0,0,0,0,0,0
No Doubt,Hey Baby,8,207040,FALSE,2001,24,0,0.705,0.872,11,-3.557,0,0.125,0.0602,0,0.228,0.746,93.63,"rock, pop",1,1,0,0,0,0,0
Ashanti,Baby,4,265706,TRUE,2002,55,0,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37E-06,0.0342,0.46,157.596,"hip hop, pop, R&B",1,0,1,0,0,1,0
Sophie Ellis-Bextor,Murder On The Dancefloor,24,230013,FALSE,2002,62,0,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16E-05,0.313,0.863,117.31,"pop, Dance/Electronic",1,0,0,1,0,0,0
Justin Timberlake,Like I Love You,15,283626,FALSE,2002,62,0,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop,1,0,0,0,0,0,0
Mary J. Blige,Rainy Dayz,10,276373,FALSE,2001,32,0,0.412,0.667,6,-6.997,1,0.229,0.195,0,0.305,0.533,68.942,"pop, R&B",1,0,0,0,0,1,0
A1,Caught in the Middle,20,206466,FALSE,2001,53,0,0.519,0.874,5,-5.122,1,0.034,0.0524,0,0.243,0.572,96.072,pop,1,0,0,0,0,0,0
Eminem,Cleanin' Out My Closet,22,297840,TRUE,2002,71,0,0.908,0.758,9,-4.753,0,0.174,0.0687,0,0.0783,0.87,148.015,hip hop,0,0,1,0,0,0,0
Ashanti,Happy,5,262226,TRUE,2002,61,0,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74E-06,0.124,0.695,89.488,"hip hop, pop, R&B",1,0,1,0,0,1,0
Delta Goodrem,Born to Try,11,251280,FALSE,2003,54,0,0.542,0.589,8,-6.813,1,0.0284,0.246,0,0.188,0.336,133.838,pop,1,0,0,0,0,0,0
P!nk,Get the Party Started,21,192533,FALSE,2001,68,0,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93,pop,1,0,0,0,0,0,0
Alicia Keys,A Woman's Worth,15,303333,FALSE,2001,52,0,0.652,0.41,4,-8.323,0,0.158,0.333,0,0.064,0.495,75.09,"pop, R&B",1,0,0,0,0,1,0
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,38,161240,FALSE,2002,56,0,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop,1,0,0,0,0,0,0
Coldplay,Clocks,6,307879,FALSE,2002,79,1,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,"rock, pop",1,1,0,0,0,0,0
Missy Elliott,Work It,7,263226,TRUE,2002,70,0,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,"hip hop, pop, R&B",1,0,1,0,0,1,0
Ronan Keating,If Tomorrow Never Comes,23,214306,FALSE,2002,60,0,0.555,0.496,10,-6.136,1,0.028,0.333,0,0.0956,0.27,79.01,"pop, rock",1,1,0,0,0,0,0
Big Tymers,Still Fly,9,335613,TRUE,2002,64,0,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97E-06,0.339,0.56,177.928,"hip hop, pop",1,0,1,0,0,0,0
Creed,My Sacrifice,12,294600,FALSE,2001,69,0,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31E-06,0.076,0.257,146.349,"pop, rock, metal",1,1,0,0,0,0,0
Ja Rule,Always On Time,14,245133,TRUE,2001,73,0,0.839,0.706,5,-6.104,0,0.199,0.208,0,0.242,0.839,96.673,"hip hop, pop, R&B",1,0,1,0,0,1,0
Ashanti,Foolish,7,227386,TRUE,2002,70,0,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,"hip hop, pop, R&B",1,0,1,0,0,1,0
Avril Lavigne,Sk8er Boi,9,204000,FALSE,2002,75,0,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937,pop,1,0,0,0,0,0,0
DJ Sammy,Heaven,6,233600,FALSE,2002,63,0,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop,1,0,0,0,0,0,0
Britney Spears,"I'm Not a Girl, Not Yet a Woman",31,231066,FALSE,2001,58,0,0.534,0.543,3,-6.857,1,0.0245,0.579,0,0.112,0.418,78.996,pop,1,0,0,0,0,0,0
Cam??ron,Oh Boy,6,204706,TRUE,2002,67,0,0.754,0.767,6,-5.586,1,0.145,0.0216,0,0.172,0.828,83.014,"hip hop, pop",1,0,1,0,0,0,0
Red Hot Chili Peppers,By the Way,10,216933,FALSE,2002,73,0,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,rock,0,1,0,0,0,0,0
